"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        At-risk-of poverty rate for adults (aged 25 to 59 years) by level of financial situation of their households when respondent was around 14 years old"	"ilc_igtp04"	"dataset"	"21.11.2023"	"21.11.2023"	"2011"	"2019"	134
"                        Inability to afford basic school needs (books and equipment for school) when respondent was around 14 years old"	"ilc_igtp05"	"dataset"	"21.11.2023"	"21.11.2023"	"2019"	"2019"	408
"                        Inability to afford a meal with meat, chicken, fish (or vegetarian equivalent) daily when respondent was around 14 years old"	"ilc_igtp06"	"dataset"	"21.11.2023"	"21.11.2023"	"2019"	"2019"	408
"                        Inability to afford one week annual holiday away from home when respondent was around 14 years old"	"ilc_igtp07"	"dataset"	"21.11.2023"	"21.11.2023"	"2019"	"2019"	408
"                    Personal well-being indicators (2018 and 2013)"	"ilc_pwb"	"folder"	" "	" "	" "	" "	
"                        Average rating of satisfaction by domain, sex, age and educational attainment level"	"ilc_pw01"	"dataset"	"26.03.2024"	"02.02.2024"	"2013"	"2023"	106380
"                        Average rating of satisfaction by domain, income quintile, household type and degree of urbanisation"	"ilc_pw02"	"dataset"	"15.03.2024"	"02.02.2024"	"2013"	"2023"	95760
"                        Average rating of trust by domain, sex, age and educational attainment level"	"ilc_pw03"	"dataset"	"27.06.2023"	"03.01.2024"	"2013"	"2015"	16491
"                        Average rating of trust by domain, income quintile, household type and degree of urbanisation"	"ilc_pw04"	"dataset"	"27.06.2023"	"03.01.2024"	"2013"	"2015"	21168
"                        Percentage of the population rating their satisfaction as high, medium or low by domain, sex, age and educational attainment level"	"ilc_pw05"	"dataset"	"27.06.2023"	"03.01.2024"	"2013"	"2018"	239490
"                        Persons having someone to rely on in case of need by age, sex and educational attainment level"	"ilc_pw06"	"dataset"	"23.02.2024"	"23.02.2024"	"2013"	"2013"	3885
"                        Persons having someone to rely on in case of need by income quintile, degree of urbanisation and household type"	"ilc_pw07"	"dataset"	"23.02.2024"	"23.02.2024"	"2013"	"2013"	5040
"                        Frequency of being happy in the last 4 weeks by age, sex and educational attainment level"	"ilc_pw08"	"dataset"	"27.06.2023"	"03.01.2024"	"2013"	"2018"	39627
"                        Frequency of being happy in the last 4 weeks by income quintile, degree of urbanisation and household type"	"ilc_pw09"	"dataset"	"27.06.2023"	"03.01.2024"	"2013"	"2018"	61632
"                    Health including children health (2017, 2021 and 2022)"	"ilc_hch"	"folder"	" "	" "	" "	" "	
"                        Persons with financial burden of health care by level of difficulty, type of health care, household composition and risk of poverty threshold"	"ilc_hch01"	"dataset"	"21.12.2023"	"21.12.2023"	"2017"	"2022"	16038
"                        Persons with financial burden of health care by  level of difficulty, type of health care, degree of urbanization and income quantile"	"ilc_hch02"	"dataset"	"21.12.2023"	"21.12.2023"	"2017"	"2022"	14040
"                        Persons visiting a doctor in the last 12 months by medical speciality, number of visits, educational attainment level, sex and age"	"ilc_hch03"	"dataset"	"19.12.2023"	"03.01.2024"	"2017"	"2022"	110160
"                        Persons visiting a doctor in the last 12 months by medical speciality, frequency, most frequent activity status, degree of urbanization and income quantile"	"ilc_hch04"	"dataset"	"20.02.2024"	"21.12.2023"	"2017"	"2022"	117000
"                        Persons performing physical activity when working by type of activity, educational attainment level, sex and age"	"ilc_hch05"	"dataset"	"23.01.2024"	"03.01.2024"	"2017"	"2022"	29376
"                        Persons performing physical activity when working by type of activity, most frequent activity status, income quantile and degree of urbanization"	"ilc_hch06"	"dataset"	"23.01.2024"	"21.12.2023"	"2017"	"2022"	31200
"                        Persons performing physical activity outside working time by duration in a typical week, educational attainment level, sex and age"	"ilc_hch07"	"dataset"	"21.11.2023"	"03.01.2024"	"2017"	"2017"	16680
"                        Persons performing physical activity outside working time by frequency in a typical week, educational attainment level, sex and age"	"ilc_hch07b"	"dataset"	"23.01.2024"	"21.12.2023"	"2022"	"2022"	20736
"                        Persons performing physical activity outside working time by duration in a typical week, most frequent activity status, income quantile and degree of urbanization"	"ilc_hch08"	"dataset"	"21.12.2023"	"21.12.2023"	"2017"	"2017"	20400
"                        Persons performing physical activity outside working time by frequency in a typical week, most frequent activity status, income quantile and degree of urbanization"	"ilc_hch08b"	"dataset"	"23.01.2024"	"21.12.2023"	"2022"	"2022"	22320
"                        Persons performing physical activity outside working time by duration in a typical week, body mass index and age"	"ilc_hch09"	"dataset"	"21.11.2023"	"03.01.2024"	"2017"	"2017"	7650
"                        Persons performing physical activity outside working time by frequency in a typical week, body mass index and age"	"ilc_hch09b"	"dataset"	"23.01.2024"	"21.12.2023"	"2022"	"2022"	8640
"                        Person distribution by body mass index, educational attainment level, sex and age"	"ilc_hch10"	"dataset"	"23.01.2024"	"03.01.2024"	"2017"	"2022"	36720
"                        Persons eating fruit, vegetables or salad by educational attainment level, risk of poverty threshold, most frequent activity status and sex"	"ilc_hch11"	"dataset"	"23.01.2024"	"21.12.2023"	"2017"	"2022"	142560
"                        Children by level of general health, household composition, quantile and age"	"ilc_hch12"	"dataset"	"21.11.2023"	"03.01.2024"	"2017"	"2021"	22680
"                        Children with limitation in activities due to health problems, by income group, household composition and age"	"ilc_hch13"	"dataset"	"21.11.2023"	"04.01.2024"	"2017"	"2021"	6804
"                        Children with unmet needs for medical examination or treatment by income group, household composition and degree of urbanization"	"ilc_hch14"	"dataset"	"21.11.2023"	"03.01.2024"	"2017"	"2021"	4464
"                        Children with unmet needs for medical examination or treatment by specific reason"	"ilc_hch15"	"dataset"	"21.11.2023"	"03.01.2024"	"2017"	"2021"	605
"                        Persons reporting basic activity difficulty by sex, age, level of difficulty and educational attainment level"	"ilc_hch16"	"dataset"	"23.01.2024"	"15.01.2024"	"2022"	"2022"	19584
"                        Persons reporting basic activity difficulty by sex, age, level of difficulty and income quintile"	"ilc_hch17"	"dataset"	"23.01.2024"	"15.01.2024"	"2022"	"2022"	29376
"                        Persons reporting basic activity difficulty by sex, age, level of difficulty and degree of urbanization"	"ilc_hch18"	"dataset"	"23.01.2024"	"15.01.2024"	"2022"	"2022"	18972
"                        Persons reporting basic activity difficulty by sex, age, level of difficulty, type of basic action and risk of poverty threshold"	"ilc_hch19"	"dataset"	"23.01.2024"	"15.01.2024"	"2022"	"2022"	137088
"                        Persons visiting a doctor in the last 12 months by sex, age, level of disability (activity limitation), medical specialty and number of visits"	"ilc_hch20"	"dataset"	"23.01.2024"	"04.01.2024"	"2022"	"2022"	122400
"                        Persons with financial burden of health care by sex, age, level of disability (activity limitation), type of health care and level of difficulty"	"ilc_hch21"	"dataset"	"23.01.2024"	"04.01.2024"	"2022"	"2022"	73440
"                    Access to services (2016)"	"ilc_ats"	"folder"	" "	" "	" "	" "	
"                        Children receiving formal childcare services by age, income group and degree of urbanisation"	"ilc_ats01"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	5184
"                        Children receiving paid formal childcare services by age, household type, income group and contributor"	"ilc_ats02"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	21168
"                        Children receiving formal childcare services by household type, income group, degree of urbanisation and level of difficulty to afford formal childcare services"	"ilc_ats03"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	18144
"                        Children by household type, income group, degree of urbanisation and main reason for not meeting needs for formal childcare services"	"ilc_ats04"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	21168
"                        Persons paying tuition fees by sex, age, income group and cost of tuition"	"ilc_ats05"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	7776
"                        Persons in formal education by sex, age, income group and contributor"	"ilc_ats06"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	18144
"                        Persons paying for formal education by household type, income group, degree of urbanisation and level of difficulty to pay"	"ilc_ats07"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	43344
"                        Persons by sex, age, household type, income group, degree of urbanisation and main reason for not meeting needs for formal education"	"ilc_ats08"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	772416
"                        Persons participating in training related to hobbies by sex, age, income group, most frequent activity status and educational attainment level"	"ilc_ats09"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	60372
"                        Persons participating in training related to professional activity by sex, age, income group, most frequent activity status and educational attainment level"	"ilc_ats10"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	62208
"                        Persons not participating in training related to professional activity by sex, age, income group, most frequent activity status, educational attainment level and reason of non participation"	"ilc_ats11"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	373248
"                        Persons using health care services by household type, income group and level of difficulty to afford care services"	"ilc_ats12"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	11016
"                        Persons using professional homecare services by household type, income group and degree of urbanisation"	"ilc_ats13"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	14688
"                        Persons using professional homecare services by household type, income group, degree of urbanisation and frequency"	"ilc_ats14"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	22032
"                        Persons using or not professional homecare services by household type, income group, degree of urbanisation and reason for not using professional homecare services"	"ilc_ats15"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	42840
"                        Persons paying professional homecare services by household type, income group and level of difficulty to pay professional homecare services"	"ilc_ats16"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	11016
"                        Persons providing or not informal homecare services by sex, age, degree of urbanisation, most frequent activity status and adressee of care"	"ilc_ats17"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	110592
"                        Persons providing informal care or assistance by sex, age, degree of urbanisation, most frequent activity status and frequency"	"ilc_ats18"	"dataset"	"21.11.2023"	"03.01.2024"	"2016"	"2016"	82944
"                    Social and cultural participation (2015)"	"ilc_scp"	"folder"	" "	" "	" "	" "	
"                        Participation in any cultural or sport activities in the last 12 months by sex, age and educational attainment level"	"ilc_scp01"	"dataset"	"15.03.2024"	"15.03.2024"	"2006"	"2022"	26880
"                        Participation in any cultural or sport activities in the last 12 months by income quintile, household type and degree of urbanisation"	"ilc_scp02"	"dataset"	"21.11.2023"	"03.01.2024"	"2006"	"2015"	21168
"                        Frequency of participation in cultural or sport activities in the last 12 months by sex, age, educational attainment level and activity type"	"ilc_scp03"	"dataset"	"14.03.2024"	"14.03.2024"	"2006"	"2022"	210816
"                        Frequency of participation in cultural or sport activities in the last 12 months by income quintile, household type, degree of urbanisation and activity type"	"ilc_scp04"	"dataset"	"21.11.2023"	"03.01.2024"	"2006"	"2015"	214032
"                        Reasons of non-participation in cultural or sport activities in the last 12 months by sex, age, educational attainment level and activity type"	"ilc_scp05"	"dataset"	"22.03.2024"	"22.03.2024"	"2015"	"2022"	140616
"                        Reasons of non-participation in cultural or sport activities in the last 12 months by income quintile, household type, degree of urbanisation and activity type"	"ilc_scp06"	"dataset"	"21.11.2023"	"03.01.2024"	"2015"	"2015"	94080
